Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon
"Dallas, United States Of America - London, United Kingdom",LHR,DFW,51.5,-0.45,32.87,-97.04
"Newark, United States Of America - Tokyo, Japan",NRT,EWR,35.8,140.39,40.69,-74.18
"Atlanta, United States Of America - Newark, United States Of America",EWR,ATL,40.7,-74.18,42.94,-83.53
"Johannesburg, South Africa - Washington Dc, United States Of America",IAD,JNB,39,-77.45,-26.13,28.23
"Guernsey -channel Isl., United Kingdom - London, United Kingdom",LGW,GCI,51.2,-0.16,49.43,-2.6
"Harare, Zimbabwe - Johannesburg, South Africa",JNB,HRE,-26.1,28.23,-17.92,31.1
"London, United Kingdom - Sydney, Australia",LHR,SYD,51.5,-0.45,-33.92,151.23
"London, United Kingdom - Luxembourg, Luxembourg",LCY,LUX,51.5,0.05,49.63,6.21
"Newark, United States Of America - Tel Aviv-yafo, Israel",EWR,TLV,40.7,-74.18,32.01,34.89
"Jakarta-soekarno, Indonesia - Singapore, Singapore",SIN,CGK,1.3,103.98,-6.13,106.66
"Cairo, Egypt - Dubai, United Arab Emirates",DXB,CAI,25.3,55.35,30.05,31.25
"Bombay, India - Singapore, Singapore",SIN,BOM,1.3,103.98,19.09,72.86
"Glasgow, United Kingdom - London, United Kingdom",GLA,LGW,55.9,-4.43,51.16,-0.16
"Delhi, India - London, United Kingdom",DEL,LHR,28.7,77.26,51.47,-0.45
"Bombay, India - London, United Kingdom",LHR,BOM,51.5,-0.45,19.09,72.86
"Hong Kong, Hong Kong - San Francisco, United States Of America",SFO,HKG,37.6,-122.39,22.32,113.94
"New York, United States Of America - Tokyo, Japan",NRT,JFK,35.8,140.39,40.64,-73.79
"London, United Kingdom - Milan, Italy",LIN,LHR,45.5,9.18,51.47,-0.45
"Dar Es Salaam, United Rep. Of Tanzania - Johannesburg, South Africa",DAR,JNB,-6.9,39.2,-26.13,28.23
"New York, United States Of America - Phoenix, United States Of America",JFK,PHX,40.6,-73.79,33.44,-112.03
"Hamburg, Germany - London, United Kingdom",HAM,LHR,53.6,10.01,51.47,-0.45
"Kansas City, United States Of America - New York, United States Of America",LGA,MCI,40.8,-73.88,39.3,-94.72
"Glasgow, United Kingdom - Isle Of Man, United Kingdom",IOM,GLA,54.1,-4.63,55.86,-4.43
"Hong Kong, Hong Kong - Tokyo, Japan",NRT,HKG,35.8,140.39,22.32,113.94
"New York, United States Of America - Raleigh/durham, United States Of America",RDU,LGA,35.9,-78.79,40.77,-73.88
"Singapore, Singapore - Sydney, Australia",SIN,SYD,1.3,103.98,-33.92,151.23
"New York, United States Of America - Seattle, United States Of America",JFK,SEA,40.6,-73.79,39.9,-75.59
"Hong Kong, Hong Kong - Tokyo, Japan",HKG,NRT,22.3,113.94,35.75,140.39
"Bombay, India - Dubai, United Arab Emirates",DXB,BOM,25.3,55.35,19.09,72.86
"Doha, Qatar - Dubai, United Arab Emirates",DXB,DOH,25.3,55.35,25.27,51.56
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",HKG,ICN,22.3,113.94,37.45,126.66
"Dubai, United Arab Emirates - Mauritius, Mauritius",DXB,MRU,25.3,55.35,-20.43,57.68
"Larnaca, Cyprus - London, United Kingdom",LHR,LCA,51.5,-0.45,34.88,33.63
"Mexico City, Mexico - Newark, United States Of America",EWR,MEX,40.7,-74.18,19.43,-99.16
"Delhi, India - Dubai, United Arab Emirates",DEL,DXB,28.7,77.26,25.25,55.35
"Buenos Aires, Argentina - New York, United States Of America",JFK,EZE,40.6,-73.79,-34.81,-58.54
"Frankfurt, Germany - Vienna, Austria",VIE,FRA,48.2,16.37,50.05,8.56
"Mexico City, Mexico - Sao Paulo, Brazil",GRU,MEX,-23.4,-46.48,19.43,-99.16
"Hong Kong, Hong Kong - Tokyo, Japan",HKG,HND,22.3,113.94,35.55,139.75
"Newark, United States Of America - San Diego, United States Of America",EWR,SAN,40.7,-74.18,32.7,-102.18
"Cairo, Egypt - Dubai, United Arab Emirates",DXB,CAI,25.3,55.35,30.05,31.25
"Cairo, Egypt - Mauritius, Mauritius",CAI,MRU,-26.1,28.23,-20.43,57.68
"Amsterdam, Netherlands - London, United Kingdom",AMS,LCY,52.3,4.75,51.5,0.05
"Delhi, India - Singapore, Singapore",SIN,DEL,1.3,103.98,28.66,77.26
"Cairo, Egypt - London, United Kingdom",CAI,LHR,30.1,31.25,51.47,-0.45
"Newark, United States Of America - Toronto, Canada",EWR,YYZ,40.7,-74.18,43.68,-79.61
"Hong Kong, Hong Kong - London, United Kingdom",HKG,LHR,22.3,113.94,51.47,-0.45
"Cape Town, South Africa - Port Elizabeth, South Africa",CPT,PLZ,-34,18.59,-33.98,25.61
"Hong Kong, Hong Kong - Tokyo, Japan",HKG,HND,22.3,113.94,35.55,139.75
"New York, United States Of America - Seoul, Republic Of Korea",ICN,JFK,37.5,126.66,40.64,-73.79
"Delhi, India - Newark, United States Of America",EWR,DEL,51.5,-0.45,28.66,77.26
"Singapore, Singapore - Tokyo, Japan",SIN,NRT,1.3,103.98,35.75,140.39
"Toronto, Canada - Vancouver, Canada",YYZ,YVR,43.7,-79.61,49.19,-123.17
"Isle Of Man, United Kingdom - Manchester, United Kingdom",IOM,MAN,54.1,-4.63,53.37,0.1
"Cleveland, United States Of America - New York, United States Of America",LGA,CLE,40.8,-73.88,45.46,-120.2
"Delhi, India - Dubai, United Arab Emirates",DEL,DXB,28.7,77.26,25.25,55.35
"London, United Kingdom - Moscow, Russia",DME,LHR,55.4,37.9,51.47,-0.45
"Hong Kong, Hong Kong - San Francisco, United States Of America",SFO,HKG,37.6,-122.39,22.32,113.94
"Hong Kong, Hong Kong - New York, United States Of America",HKG,JFK,22.3,113.94,40.64,-73.79
"Delhi, India - Madras, India",MAA,DEL,13.1,80.23,28.66,77.26
"Cape Town, South Africa - Johannesburg, South Africa",CPT,JNB,-34,18.59,-26.13,28.23
"Frankfurt, Germany - Zurich, Switzerland",ZRH,FRA,47.5,8.57,50.05,8.56
"Alma Ata, Kazakhstan - London, United Kingdom",ALA,LHR,43.4,77.03,51.47,-0.45
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",CGH,SDU,-23.6,-46.66,-22.91,-43.17
"Calgary, Canada - Toronto, Canada",YYC,YYZ,51.1,-114.01,43.68,-79.61
"Johannesburg, South Africa - Zurich, Switzerland",ZRH,JNB,47.5,8.57,-26.13,28.23
"Jersey-channel Islands, United Kingdom - London, United Kingdom",LCY,JER,51.5,0.05,49.21,-2.19
"Delhi, India - London, United Kingdom",LHR,DEL,51.5,-0.45,28.66,77.26
"Brussels, Belgium - London, United Kingdom",LHR,BRU,51.5,-0.45,50.89,4.48
"Charlotte, United States Of America - New York, United States Of America",CLT,LGA,35.2,-80.95,40.77,-73.88
"Delhi, India - Manchester, United Kingdom",MAN,DEL,51.5,-0.45,28.66,77.26
"Frankfurt, Germany - Zurich, Switzerland",ZRH,FRA,47.5,8.57,50.05,8.56
"Hong Kong, Hong Kong - Tokyo, Japan",NRT,HKG,35.8,140.39,22.32,113.94
"Guernsey -channel Isl., United Kingdom - Jersey-channel Islands, United Kingdom",GCI,JER,49.4,-2.6,49.21,-2.19
"London, United Kingdom - Mauritius, Mauritius",LHR,MRU,51.5,-0.45,-20.43,57.68
"Buenos Aires, Argentina - London, United Kingdom",LHR,EZE,51.5,-0.45,-34.81,-58.54
"Bombay, India - London, United Kingdom",LGW,BOM,25.3,55.35,19.09,72.86
"Hong Kong, Hong Kong - Sydney, Australia",SYD,HKG,-33.9,151.23,22.32,113.94
"Boston, United States Of America - Tokyo, Japan",NRT,BOS,35.8,140.39,42.21,-71
"Glasgow, United Kingdom - Newark, United States Of America",EWR,GLA,40.7,-74.18,55.86,-4.43
"Madras, India - Singapore, Singapore",SIN,MAA,1.3,103.98,13.05,80.23
"Atlanta, United States Of America - London, United Kingdom",LHR,ATL,51.5,-0.45,42.94,-83.53
"New York, United States Of America - Tokyo, Japan",HND,JFK,35.6,139.75,40.64,-73.79
"Dubai, United Arab Emirates - Madrid, Spain",DXB,MAD,51.5,-0.45,40.46,-3.58
"London, United Kingdom - Manila, Philippines",MNL,LHR,1.3,103.98,51.47,-0.45
"Beijing, China - Hong Kong, Hong Kong",PEK,HKG,40.1,116.58,22.32,113.94
"Beirut, Lebanon - London, United Kingdom",BEY,LHR,33.8,35.49,51.47,-0.45
"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98
"London, United Kingdom - Orlando-intl, United States Of America",LGW,MCO,51.2,-0.16,28.44,-81.31
"Newark, United States Of America - Zurich, Switzerland",ZRH,EWR,47.5,8.57,40.69,-74.18
"Brussels, Belgium - New York, United States Of America",JFK,BRU,40.6,-73.79,50.89,4.48
"Minneapolis, United States Of America - Newark, United States Of America",EWR,MSP,40.7,-74.18,44.88,-93.2
"Madras, India - New York, United States Of America",JFK,MAA,40.6,-73.79,13.05,80.23
"Bangalore, India - London, United Kingdom",LHR,BLR,51.5,-0.45,12.8,77.65
"New York, United States Of America - Pittsburgh, United States Of America",LGA,PIT,40.8,-73.88,48.72,-94.74
"Buenos Aires, Argentina - Miami, United States Of America",EZE,MIA,-34.8,-58.54,33.4,-110.87
"Bogota, Colombia - New York, United States Of America",BOG,JFK,4.7,-74.14,40.64,-73.79
"Frankfurt, Germany - Singapore, Singapore",FRA,SIN,50.1,8.56,1.34,103.98
"Cape Town, South Africa - Durban, South Africa",DUR,CPT,-30,30.95,-33.97,18.59
"Lima, Peru - New York, United States Of America",LIM,JFK,-12,-77.11,40.64,-73.79
"New York, United States Of America - Sydney, Australia",JFK,SYD,34.1,-118.24,-33.92,151.23
"London, United Kingdom - New York, United States Of America",LHR,JFK,51.5,-0.45,40.64,-73.79
"Beijing, China - Hong Kong, Hong Kong",HKG,PEK,22.3,113.94,40.07,116.58
"Chicago, United States Of America - San Francisco, United States Of America",ORD,SFO,41.6,-98.93,37.61,-122.39
"San Francisco, United States Of America - Tokyo, Japan",HND,SFO,35.6,139.75,37.61,-122.39
"Indianapolis, United States Of America - New York, United States Of America",IND,LGA,39.7,-86.3,40.77,-73.88
"Frankfurt, Germany - Tokyo, Japan",FRA,NRT,50.1,8.56,35.75,140.39
"New York, United States Of America - St. Louis, United States Of America",STL,LGA,38.7,-90.36,40.77,-73.88
"Bilbao, Spain - Madrid, Spain",MAD,BIO,40.5,-3.58,43.31,-2.91
"Karachi, Pakistan - London, United Kingdom",LHR,KHI,25.3,55.35,24.9,67.15
"Jeddah, Saudi Arabia - London, United Kingdom",JED,LHR,21.7,39.15,51.47,-0.45
"Glasgow, United Kingdom - Southampton, United Kingdom",GLA,SOU,55.9,-4.43,50.95,-1.36
"Beijing, China - Newark, United States Of America",PEK,EWR,40.1,116.58,40.69,-74.18
"Bombay, India - Delhi, India",BOM,DEL,19.1,72.86,28.66,77.26
"Bermuda, Bermuda - London, United Kingdom",LGW,BDA,51.2,-0.16,32.37,-64.69
"Birmingham, United Kingdom - Hamburg, Germany",BHX,HAM,52.5,-1.73,53.64,10.01
"London, United Kingdom - Nairobi, Kenya",NBO,LHR,-1.3,36.81,51.47,-0.45
"Dubai, United Arab Emirates - Johannesburg, South Africa",JNB,DXB,-26.1,28.23,25.25,55.35
"Delhi, India - Singapore, Singapore",DEL,SIN,28.7,77.26,1.34,103.98
"Glasgow, United Kingdom - Singapore, Singapore",SIN,GLA,51.5,-0.45,55.86,-4.43
"Perth, Australia - Sydney, Australia",SYD,PER,-33.9,151.23,-31.94,115.97
"Dallas, United States Of America - Houston, United States Of America",HOU,DAL,29.6,-90.72,36.72,-84.09
"London, United Kingdom - Seoul, Republic Of Korea",ICN,LHR,37.5,126.66,51.47,-0.45
"Birmingham, United Kingdom - Glasgow, United Kingdom",GLA,BHX,55.9,-4.43,52.45,-1.73
"Dubai, United Arab Emirates - Singapore, Singapore",DXB,SIN,25.3,55.35,1.34,103.98
"Singapore, Singapore - Sydney, Australia",SYD,SIN,-33.9,151.23,1.34,103.98
"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86
"Dubai, United Arab Emirates - New York, United States Of America",JFK,DXB,40.6,-73.79,25.25,55.35
"Hong Kong, Hong Kong - Kuala Lumpur, Malaysia",HKG,KUL,22.3,113.94,2.76,101.71
"Gaborone, Botswana - Johannesburg, South Africa",GBE,JNB,-24.6,25.93,-26.13,28.23
"Doha, Qatar - London, United Kingdom",DOH,LHR,25.3,51.56,51.47,-0.45
"London, United Kingdom - Toronto, Canada",YYZ,LHR,43.7,-79.61,51.47,-0.45
"Nashville, United States Of America - New York, United States Of America",LGA,BNA,40.8,-73.88,36.13,-86.67
"London, United Kingdom - Osaka, Japan",KIX,LHR,41.9,12.5,51.47,-0.45
"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98
"New York, United States Of America - Tel Aviv-yafo, Israel",JFK,TLV,40.6,-73.79,32.01,34.89
"Paris, France - Toulouse, France",TLS,ORY,43.6,1.38,48.73,2.37
"Birmingham, United Kingdom - Dubai, United Arab Emirates",BHX,DXB,52.5,-1.73,25.25,55.35
"Hamburg, Germany - Manchester, United Kingdom",MAN,HAM,53.4,0.1,53.64,10.01
"London, United Kingdom - Munich, Germany",LCY,MUC,51.5,0.05,48.34,11.77
"Seoul, Republic Of Korea - Singapore, Singapore",SIN,ICN,1.3,103.98,37.45,126.66
"Columbus, United States Of America - New York, United States Of America",LGA,CMH,40.8,-73.88,40,-82.89
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",ICN,HKG,37.5,126.66,22.32,113.94
"Johannesburg, South Africa - New York, United States Of America",JFK,JNB,40.6,-73.79,-26.13,28.23
"London, United Kingdom - Tselinograd, Kazakhstan",LHR,TSE,50.1,8.56,51.03,71.48
"Dubai, United Arab Emirates - Manchester, United Kingdom",MAN,DXB,53.4,0.1,25.25,55.35
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",DXB,RUH,25.3,55.35,24.94,46.71
"New York, United States Of America - Tokyo, Japan",NRT,JFK,35.8,140.39,40.64,-73.79
"Newark, United States Of America - Shanghai, China",EWR,PVG,40.7,-74.18,31.12,121.8
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11
"Isle Of Man, United Kingdom - Jersey-channel Islands, United Kingdom",IOM,JER,53.4,0.1,49.21,-2.19
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",HKG,ICN,22.3,113.94,37.45,126.66
"New York, United States Of America - San Francisco, United States Of America",SFO,JFK,37.6,-122.39,40.64,-73.79
"London, United Kingdom - Tokyo, Japan",LHR,HND,51.5,-0.45,35.55,139.75
"Madrid, Spain - Madrid, Spain",MAD,MAD,51.5,-0.45,40.46,-3.58
"Geneva, Switzerland - New York, United States Of America",JFK,GVA,40.6,-73.79,46.23,6.11
"Cincinnati, United States Of America - New York, United States Of America",LGA,CVG,40.8,-73.88,39.06,-84.66
"Geneva, Switzerland - Sao Paulo, Brazil",GVA,GRU,49,2.54,-23.42,-46.48
"Abuja, Nigeria - London, United Kingdom",LHR,ABV,51.5,-0.45,9.01,7.27
"Ankara-esenboga, Turkey - Istanbul, Turkey",IST,ESB,41,28.99,40.11,32.99
"Dubai, United Arab Emirates - Manchester, United Kingdom",MAN,DXB,53.4,0.1,25.25,55.35
"London, United Kingdom - Moscow, Russia",LHR,SVO,51.5,-0.45,55.96,37.42
"Dubai, United Arab Emirates - Kuwait, Kuwait",DXB,KWI,25.3,55.35,29.25,47.97
"Bangkok, Thailand - Singapore, Singapore",SIN,BKK,1.3,103.98,13.71,100.77
"Johannesburg, South Africa - Sydney, Australia",JNB,SYD,-26.1,28.23,-33.92,151.23
"Hanover, Germany - London, United Kingdom",LHR,HAJ,51.5,-0.45,52.46,9.7
"Delhi, India - Poona, India",DEL,PNQ,28.7,77.26,18.58,73.91
"Casablanca-mohamed V., Morocco - London, United Kingdom",LHR,CMN,51.5,-0.45,33.37,-7.58
"Hong Kong, Hong Kong - Shanghai, China",HKG,PVG,22.3,113.94,31.12,121.8
"Bangkok, Thailand - Hong Kong, Hong Kong",HKG,BKK,22.3,113.94,13.71,100.77
"London, United Kingdom - Riyadh, Saudi Arabia",RUH,LHR,24.9,46.71,51.47,-0.45
"New York, United States Of America - Paris, France",JFK,CDG,40.6,-73.79,49.01,2.54
"Johannesburg, South Africa - Mauritius, Mauritius",MRU,JNB,-20.4,57.68,-26.13,28.23
"Dublin, Republic Of Ireland - New York, United States Of America",DUB,JFK,53.3,-6.25,40.64,-73.79
"New York, United States Of America - Zurich, Switzerland",ZRH,JFK,47.5,8.57,40.64,-73.79
"Boston, United States Of America - New York, United States Of America",JFK,BOS,40.6,-73.79,42.21,-71
"Manchester, United Kingdom - Southampton, United Kingdom",SOU,MAN,51,-1.36,53.37,0.1
"Dubai, United Arab Emirates - Geneva, Switzerland",GVA,DXB,46.2,6.11,25.25,55.35
"New York, United States Of America - Zurich, Switzerland",ZRH,JFK,47.5,8.57,40.64,-73.79
"Beirut, Lebanon - Geneva, Switzerland",GVA,BEY,46.2,6.11,33.82,35.49
"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35
"Munich, Germany - Newark, United States Of America",MUC,EWR,48.3,11.77,40.69,-74.18
"Milan, Italy - Rome, Italy",LIN,FCO,45.5,9.18,41.9,12.5
"London, United Kingdom - Los Angeles, United States Of America",LAX,LHR,34.1,-118.24,51.47,-0.45
"Hong Kong, Hong Kong - Sydney, Australia",SYD,HKG,-33.9,151.23,22.32,113.94
"Milwaukee, United States Of America - New York, United States Of America",LGA,MKE,40.8,-73.88,42.95,-87.91
"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24
"Copenhagen, Denmark - Stockholm, Sweden",CPH,ARN,55.6,12.64,60.74,15.85
"Manchester, United Kingdom - Philadelphia, United States Of America",MAN,PHL,53.4,0.1,45.05,-89.01
"Montreal, Canada - Toronto Island, Canada",YUL,YTZ,45.5,-73.75,43.63,-79.4
"Madrid, Spain - Milan, Italy",MAD,MIL,40.5,-3.58,37.72,15.12
"Frankfurt, Germany - Singapore, Singapore",FRA,SIN,50.1,8.56,1.34,103.98
"Grand Cayman, Cayman Islands - London, United Kingdom",GCM,LHR,19.3,-81.36,51.47,-0.45
"Beirut, Lebanon - Dubai, United Arab Emirates",DXB,BEY,25.3,55.35,33.82,35.49
"New York, United States Of America - Prague, Czech Republic",JFK,PRG,40.6,-73.79,50.08,14.43
"Accra, Ghana - Nairobi, Kenya",ACC,NBO,5.6,-0.17,-1.28,36.81
"Dubai, United Arab Emirates - Karachi, Pakistan",KHI,DXB,24.9,67.15,25.25,55.35
"Melbourne, Australia - Sydney, Australia",SYD,MEL,-33.9,151.23,-37.67,144.85
"Addis Ababa, Ethiopia - Nairobi, Kenya",NBO,ADD,-1.3,36.81,8.98,38.8
"Newark, United States Of America - Sao Paulo, Brazil",GRU,EWR,-23.4,-46.48,40.69,-74.18
"Ft. Lauderdale, United States Of America - New York, United States Of America",FLL,LGA,26.1,-80.13,40.77,-73.88
"Gaborone, Botswana - Johannesburg, South Africa",JNB,GBE,-26.1,28.23,-24.56,25.93
"Johannesburg, South Africa - Singapore, Singapore",SIN,JNB,1.3,103.98,-26.13,28.23
"Boston, United States Of America - Los Angeles, United States Of America",BOS,LAX,42.2,-71,34.05,-118.24
"Calgary, Canada - Houston, United States Of America",YYC,IAH,51.1,-114.01,29.98,-95.34
"Detroit, United States Of America - Newark, United States Of America",DTW,EWR,37.3,-107.75,40.69,-74.18
"London, United Kingdom - Nairobi, Kenya",NBO,LHR,-1.3,36.81,51.47,-0.45
"Gaborone, Botswana - London, United Kingdom",GBE,LON,-26.1,28.23,51.47,-0.45
"Barcelona, Spain - New York, United States Of America",BCN,JFK,41.3,2.08,40.64,-73.79
"London, United Kingdom - Luxembourg, Luxembourg",LHR,LUX,51.5,-0.45,49.63,6.21
"Boston, United States Of America - Newark, United States Of America",EWR,BOS,40.7,-74.18,42.21,-71
"Atlanta, United States Of America - Johannesburg, South Africa",ATL,JNB,42.9,-83.53,-26.13,28.23
"Shanghai, China - Singapore, Singapore",SIN,PVG,1.3,103.98,31.12,121.8
"Manchester, United Kingdom - New York, United States Of America",MAN,JFK,51.5,-0.45,40.64,-73.79
"New York, United States Of America - San Francisco, United States Of America",SFO,JFK,37.6,-122.39,40.64,-73.79
"Perth, Australia - Sydney, Australia",SYD,PER,-33.9,151.23,-31.94,115.97
"Miami, United States Of America - Sao Paulo, Brazil",GRU,MIA,-23.4,-46.48,33.4,-110.87
"Singapore, Singapore - Tokyo, Japan",NRT,SIN,35.8,140.39,1.34,103.98
"Madras, India - Singapore, Singapore",MAA,SIN,13.1,80.23,1.34,103.98
"Shanghai, China - Singapore, Singapore",SIN,PVG,1.3,103.98,31.12,121.8
"Frankfurt, Germany - New York, United States Of America",FRA,JFK,50.1,8.56,40.64,-73.79
"London, United Kingdom - Madrid, Spain",LGW,MAD,51.2,-0.16,40.46,-3.58
"London, United Kingdom - Venice, Italy",VCE,LGW,45.4,12.32,51.16,-0.16
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98
"Bombay, India - Hong Kong, Hong Kong",BOM,HKG,19.1,72.86,22.32,113.94
"London, United Kingdom - New York, United States Of America",LHR,JFK,51.5,-0.45,40.64,-73.79
"Bloemfontein, South Africa - Cape Town, South Africa",BFN,CPT,-29.1,26.3,-33.97,18.59
"Bombay, India - Hong Kong, Hong Kong",BOM,HKG,19.1,72.86,22.32,113.94
"Dubai, United Arab Emirates - London, United Kingdom",LHR,DXB,51.5,-0.45,25.25,55.35
"Dubai, United Arab Emirates - Singapore, Singapore",SIN,DXB,1.3,103.98,25.25,55.35
"Kuala Lumpur, Malaysia - London, United Kingdom",LHR,KUL,1.3,103.98,2.76,101.71
"New York, United States Of America - Salt Lake City, United States Of America",JFK,SLC,40.6,-73.79,40.76,-111.89
"Melbourne, Australia - Sydney, Australia",MEL,SYD,-37.7,144.85,-33.92,151.23
"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35
"Caracas, Venezuela - New York, United States Of America",JFK,CCS,18.4,-66.01,10.61,-66.99
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11
"Beijing, China - Chicago, United States Of America",PEK,ORD,40.1,116.58,41.6,-98.93
"Kuwait, Kuwait - London, United Kingdom",LHR,KWI,51.5,-0.45,29.25,47.97
"San Francisco, United States Of America - Seattle, United States Of America",SFO,SEA,37.6,-122.39,39.9,-75.59
"Miami, United States Of America - New York, United States Of America",MIA,JFK,33.4,-110.87,40.64,-73.79
"Delhi, India - Glasgow, United Kingdom",DEL,GLA,51.5,-0.45,55.86,-4.43
"Newark, United States Of America - Stockholm, Sweden",EWR,ARN,40.7,-74.18,60.74,15.85
"Copenhagen, Denmark - London, United Kingdom",CPH,LCY,55.6,12.64,51.5,0.05
"Birmingham, United States Of America - New York, United States Of America",BHM,LGA,33.6,-86.75,40.77,-73.88
