Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance
"London, United Kingdom - Tokyo, Japan",LHR,HND,51.5,-0.45,35.55,139.75,9590.12
"London, United Kingdom - Madrid, Spain",LCY,MAD,51.5,0.05,40.46,-3.58,1259.17
"Hong Kong, Hong Kong - Singapore, Singapore",SIN,HKG,1.3,103.98,22.32,113.94,2574.27
"Copenhagen, Denmark - London, United Kingdom",CPH,LHR,55.6,12.64,51.47,-0.45,977.54
"Dar Es Salaam, United Rep. Of Tanzania - Mwanza, United Rep. Of Tanzania",MWZ,DAR,-2.5,32.93,-6.88,39.2,848.64
"London, United Kingdom - Philadelphia, United States Of America",LHR,PHL,51.5,-0.45,45.05,-89.01,6184.52
"Lagos, Nigeria - London, United Kingdom",LHR,LOS,51.5,-0.45,6.58,3.32,5008.35
"New York, United States Of America - Rio De Janeiro, Brazil",GIG,JFK,-22.8,-43.24,40.64,-73.79,7731.43
"Bombay, India - Manchester, United Kingdom",BOM,MAN,25.3,55.35,53.37,0.1,5497.53
"Minneapolis, United States Of America - New York, United States Of America",MSP,LGA,44.9,-93.2,40.77,-73.88,1636.90
"London, United Kingdom - Sydney, Australia",SYD,LHR,-33.9,151.23,51.47,-0.45,17024.07
"Detroit, United States Of America - New York, United States Of America",LGA,DTW,40.8,-73.88,37.26,-107.75,2934.36
"Hamburg, Germany - London, United Kingdom",HAM,LHR,53.6,10.01,51.47,-0.45,745.46
"Bukoba, United Rep. Of Tanzania - Mwanza, United Rep. Of Tanzania",BKZ,MWZ,-1.3,31.81,-2.45,32.93,178.50
"London, United Kingdom - Toronto, Canada",LHR,YYZ,51.5,-0.45,43.68,-79.61,5706.57
"Bloemfontein, South Africa - Johannesburg, South Africa",BFN,JNB,-29.1,26.3,-26.13,28.23,381.17
"London, United Kingdom - San Diego, United States Of America",SAN,LHR,40.6,-73.79,51.47,-0.45,5545.51
"Hong Kong, Hong Kong - Singapore, Singapore",SIN,HKG,1.3,103.98,22.32,113.94,2574.27
"Hong Kong, Hong Kong - London, United Kingdom",LHR,HKG,51.5,-0.45,22.32,113.94,9631.51
"London, United Kingdom - Zurich, Switzerland",LCY,ZRH,51.5,0.05,47.45,8.57,762.15
"Dubai, United Arab Emirates - Johannesburg, South Africa",DXB,JNB,25.3,55.35,-26.13,28.23,6418.69
"Houston, United States Of America - London, United Kingdom",IAH,LHR,30,-95.34,51.47,-0.45,7764.56
"Geneva, Switzerland - London, United Kingdom",LCY,GVA,51.5,0.05,46.23,6.11,734.44
"Houston, United States Of America - London, United Kingdom",LHR,IAH,51.5,-0.45,29.98,-95.34,7764.92
"Johannesburg, South Africa - Singapore, Singapore",JNB,SIN,-26.1,28.23,1.34,103.98,8657.45
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",ICN,HKG,37.5,126.66,22.32,113.94,2082.20
"Dubai, United Arab Emirates - Manchester, United Kingdom",MAN,DXB,53.4,0.1,25.25,55.35,5502.48
"Glasgow, United Kingdom - London, United Kingdom",GLA,LHR,55.9,-4.43,51.47,-0.45,557.92
"Singapore, Singapore - Tokyo, Japan",SIN,HND,1.3,103.98,35.55,139.75,5304.24
"Newark, United States Of America - San Francisco, United States Of America",EWR,SFO,40.7,-74.18,37.61,-122.39,4120.05
"Newark, United States Of America - Singapore, Singapore",EWR,SIN,40.7,-74.18,1.34,103.98,15341.06
"Miami, United States Of America - New York, United States Of America",LGA,MIA,40.8,-73.88,33.4,-110.87,3356.43
"Singapore, Singapore - Tokyo, Japan",NRT,SIN,35.8,140.39,1.34,103.98,5363.63
"Lisbon, Portugal - Madrid, Spain",LIS,MAD,38.8,-9.13,40.46,-3.58,509.91
"Dubai, United Arab Emirates - London, United Kingdom",LGW,DXB,51.2,-0.16,25.25,55.35,5472.83
"Bombay, India - Singapore, Singapore",SIN,BOM,1.3,103.98,19.09,72.86,3925.39
"London, United Kingdom - Rome, Italy",FCO,LHR,41.9,12.5,51.47,-0.45,1448.19
"Calgary, Canada - Newark, United States Of America",YYC,EWR,51.1,-114.01,40.69,-74.18,3246.16
"Johannesburg, South Africa - Port Elizabeth, South Africa",JNB,PLZ,-26.1,28.23,-33.98,25.61,911.93
"Amsterdam, Netherlands - New York, United States Of America",JFK,AMS,40.6,-73.79,52.31,4.75,5851.85
"Johannesburg, South Africa - New York, United States Of America",JNB,JFK,-26.1,28.23,40.64,-73.79,12832.06
"London, United Kingdom - Munich, Germany",MUC,LHR,48.3,11.77,51.47,-0.45,942.62
"Doha, Qatar - Dubai, United Arab Emirates",DOH,DXB,25.3,51.56,25.25,55.35,381.22
"Cape Town, South Africa - London, United Kingdom",LHR,CPT,51.5,-0.45,-33.97,18.59,9686.89
"London, United Kingdom - Milan, Italy",LCY,LIN,51.5,0.05,45.47,9.18,948.85
"Chicago, United States Of America - London, United Kingdom",LHR,ORD,51.5,-0.45,41.6,-98.93,7029.00
"Hong Kong, Hong Kong - Singapore, Singapore",SIN,HKG,1.3,103.98,22.32,113.94,2574.27
"Johannesburg, South Africa - Mauritius, Mauritius",JNB,MRU,-26.1,28.23,-20.43,57.68,3067.59
"Jersey-channel Islands, United Kingdom - London, United Kingdom",LGW,JER,51.2,-0.16,49.21,-2.19,264.32
"New York, United States Of America - Santiago, Chile",JFK,SCL,40.6,-73.79,-33.39,-70.79,8235.39
"Johannesburg, South Africa - Lusaka, Zambia",JNB,LUN,-26.1,28.23,-15.33,28.45,1198.12
"Johannesburg, South Africa - Nairobi, Kenya",NBO,JNB,-1.3,36.81,-26.13,28.23,2910.46
"Isle Of Man, United Kingdom - London, United Kingdom",IOM,LGW,54.1,-4.63,51.16,-0.16,444.80
"Bombay, India - London, United Kingdom",LHR,BOM,51.5,-0.45,19.09,72.86,7213.62
"London, United Kingdom - Riyadh, Saudi Arabia",LHR,RUH,51.5,-0.45,24.94,46.71,4944.47
"Las Vegas, United States Of America - New York, United States Of America",JFK,LAS,40.6,-73.79,32.02,-87.96,1585.22
"London, United Kingdom - Oslo, Norway",LHR,OSL,51.5,-0.45,59.91,10.75,1166.20
"Madras, India - Manchester, United Kingdom",MAN,MAA,25.3,55.35,13.05,80.23,2939.53
"Accra, Ghana - Johannesburg, South Africa",ACC,JNB,5.6,-0.17,-26.13,28.23,4672.88
"London, United Kingdom - New York, United States Of America",JFK,LHR,40.6,-73.79,51.47,-0.45,5545.51
"Lisbon, Portugal - Madrid, Spain",LIS,MAD,38.8,-9.13,40.46,-3.58,509.91
"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LHR,53.3,-6.25,51.47,-0.45,443.06
"Kiev-borispol, Ukraine - London, United Kingdom",KBP,LHR,50.4,30.55,51.47,-0.45,2159.92
"London, United Kingdom - Milan, Italy",LIN,LCY,45.5,9.18,51.5,0.05,946.36
"London, United Kingdom - Tokyo, Japan",LHR,NRT,51.5,-0.45,35.75,140.39,9592.64
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",CGH,SDU,-23.6,-46.66,-22.91,-43.17,364.80
"London, United Kingdom - Luxembourg, Luxembourg",LCY,LUX,51.5,0.05,49.63,6.21,482.15
"Helsinki, Finland - London, United Kingdom",LHR,HEL,51.5,-0.45,60.31,24.97,1845.74
"New York, United States Of America - Washington Dc, United States Of America",LGA,DCA,40.8,-73.88,38.85,-77.04,346.23
"London, United Kingdom - Melbourne, Australia",LHR,MEL,1.3,103.98,-37.67,144.85,6031.72
"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,791.51
"London, United Kingdom - Singapore, Singapore",SIN,LHR,1.3,103.98,51.47,-0.45,10889.04
"Geneva, Switzerland - London, United Kingdom",LHR,GVA,51.5,-0.45,46.23,6.11,756.99
"Frankfurt, Germany - New York, United States Of America",JFK,FRA,40.6,-73.79,50.05,8.56,6193.27
"Cairo, Egypt - London, United Kingdom",LHR,CAI,51.5,-0.45,30.05,31.25,3531.49
"Boston, United States Of America - London, United Kingdom",BOS,LHR,42.2,-71,51.47,-0.45,5252.53
"Singapore, Singapore - Tokyo, Japan",SIN,HND,1.3,103.98,35.55,139.75,5304.24
"Johannesburg, South Africa - Maputo, Mozambique",JNB,MPM,-26.1,28.23,-25.92,32.57,434.27
"Milan, Italy - Rome, Italy",LIN,FCO,45.5,9.18,41.9,12.5,481.15
"London, United Kingdom - Warsaw, Poland",LHR,WAW,51.5,-0.45,52.17,20.98,1469.39
"Dubai, United Arab Emirates - Madras, India",MAA,DXB,13.1,80.23,25.25,55.35,2934.49
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98,2568.21
"London, United Kingdom - Nice, France",LHR,NCE,51.5,-0.45,43.67,7.21,1042.15
"Geneva, Switzerland - London, United Kingdom",GVA,LCY,46.2,6.11,51.5,0.05,737.18
"London, United Kingdom - Lusaka, Zambia",LHR,LUN,-1.3,36.81,-15.33,28.45,1810.30
"Newark, United States Of America - Phoenix, United States Of America",EWR,PHX,40.7,-74.18,33.44,-112.03,3426.65
"Johannesburg, South Africa - Manchester, United Kingdom",JNB,MAN,25.3,55.35,53.37,0.1,5497.53
"Edinburgh, United Kingdom - London, United Kingdom",LHR,EDI,51.5,-0.45,55.96,-3.34,531.15
"Hong Kong, Hong Kong - Shanghai, China",PVG,HKG,31.1,121.8,22.32,113.94,1249.51
"Abu Dhabi, United Arab Emirates - London, United Kingdom",AUH,LHR,25.3,51.56,51.47,-0.45,5236.66
"London, United Kingdom - Vienna, Austria",LHR,VIE,51.5,-0.45,48.2,16.37,1257.64
"Delhi, India - Dubai, United Arab Emirates",DXB,DEL,25.3,55.35,28.66,77.26,2200.40
"Los Angeles, United States Of America - San Francisco, United States Of America",SFO,LAX,37.6,-122.39,34.05,-118.24,543.92
"Beijing, China - Hong Kong, Hong Kong",HKG,PEK,22.3,113.94,40.07,116.58,1992.12
"Dar Es Salaam, United Rep. Of Tanzania - London, United Kingdom",LHR,DAR,51.5,-0.45,-6.88,39.2,7511.73
"London, United Kingdom - Zurich, Switzerland",ZRH,LCY,47.5,8.57,51.5,0.05,758.63
"Denver, United States Of America - London, United Kingdom",LHR,DEN,51.5,-0.45,39.77,-104.86,7515.47
"London, United Kingdom - Seattle, United States Of America",LHR,SEA,51.5,-0.45,39.9,-75.59,5712.13
"Dublin, Republic Of Ireland - London, United Kingdom",LCY,DUB,51.5,0.05,53.34,-6.25,473.61
"Dubai, United Arab Emirates - Mahe Island, Seychelles Islands",DXB,SEZ,25.3,55.35,-4.68,55.52,3334.61
"Sydney, Australia - Tokyo, Japan",NRT,SYD,35.8,140.39,-33.92,151.23,7836.10
"London, United Kingdom - Mexico City, Mexico",LHR,MEX,51.5,-0.45,19.43,-99.16,8912.40
"New York, United States Of America - Paris, France",CDG,JFK,49,2.54,40.64,-73.79,5835.88
"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24,805.08
"London, United Kingdom - Moscow, Russia",SVO,LHR,56,37.42,51.47,-0.45,2508.59
"Madrid, Spain - New York, United States Of America",JFK,MAD,40.6,-73.79,40.46,-3.58,5765.71
"Johannesburg, South Africa - London, United Kingdom",JNB,LHR,-26.1,28.23,51.47,-0.45,9072.63
"Bombay, India - Singapore, Singapore",BOM,SIN,19.1,72.86,1.34,103.98,3923.51
"Los Angeles, United States Of America - Newark, United States Of America",EWR,LAX,40.7,-74.18,34.05,-118.24,3922.09
"Dallas, United States Of America - Newark, United States Of America",DFW,EWR,32.9,-97.04,40.69,-74.18,2204.40
"Manchester, United Kingdom - Manila, Philippines",MAN,MNL,25.3,55.35,14.51,121.02,6909.04
"London, United Kingdom - Stockholm, Sweden",ARN,LCY,60.7,15.85,51.5,0.05,1409.92
"Hong Kong, Hong Kong - Tokyo, Japan",HKG,HND,22.3,113.94,35.55,139.75,2899.26
"Bombay, India - New York, United States Of America",BOM,JFK,51.5,-0.45,40.64,-73.79,5541.70
"Singapore, Singapore - Tokyo, Japan",NRT,SIN,35.8,140.39,1.34,103.98,5363.63
"Manchester, United Kingdom - Singapore, Singapore",SIN,MAN,1.3,103.98,53.37,0.1,10808.31
"Boston, United States Of America - San Francisco, United States Of America",BOS,SFO,42.2,-71,37.61,-122.39,4347.95
"Chicago, United States Of America - Newark, United States Of America",EWR,ORD,40.7,-74.18,41.6,-98.93,2068.17
"London, United Kingdom - Paris, France",CDG,LHR,49,2.54,51.47,-0.45,347.40
"Entebbe/kampala, Uganda - London, United Kingdom",EBB,LHR,-1.3,36.81,51.47,-0.45,6834.98
"Nice, France - Paris, France",ORY,NCE,48.7,2.37,43.67,7.21,671.93
"Singapore, Singapore - Sydney, Australia",SIN,SYD,1.3,103.98,-33.92,151.23,6295.45
"Hong Kong, Hong Kong - New York, United States Of America",HKG,JFK,22.3,113.94,40.64,-73.79,12974.57
"London, United Kingdom - San Francisco, United States Of America",SFO,LHR,37.6,-122.39,51.47,-0.45,8621.54
"Dusseldorf, Germany - London, United Kingdom",LHR,DUS,51.5,-0.45,51.28,6.78,502.20
"Dar Es Salaam, United Rep. Of Tanzania - Kilimanjaro, United Rep. Of Tanzania",DAR,JRO,-6.9,39.2,-3.43,37.07,452.35
"Dubai, United Arab Emirates - Glasgow, United Kingdom",DXB,GLA,25.3,55.35,55.86,-4.43,5836.74
"Frankfurt, Germany - Hamburg, Germany",FRA,HAM,50.1,8.56,53.64,10.01,406.12
"Newark, United States Of America - Singapore, Singapore",SIN,EWR,1.3,103.98,40.69,-74.18,15346.61
"Lima, Peru - New York, United States Of America",LIM,JFK,-12,-77.11,40.64,-73.79,5864.93
"Denver, United States Of America - New York, United States Of America",DEN,LGA,39.8,-104.86,40.77,-73.88,2617.11
"London, United Kingdom - Rotterdam, Netherlands",RTM,LCY,52,4.43,51.5,0.05,306.64
"Hong Kong, Hong Kong - Tokyo, Japan",HND,HKG,35.6,139.75,22.32,113.94,2900.16
"Gaborone, Botswana - Johannesburg, South Africa",GBE,JNB,-24.6,25.93,-26.13,28.23,287.03
"Entebbe/kampala, Uganda - Johannesburg, South Africa",JNB,EBB,-26.1,28.23,0.04,32.44,2942.31
"New York, United States Of America - Singapore, Singapore",SIN,JFK,25.3,55.35,40.64,-73.79,11000.19
"Bombay, India - Johannesburg, South Africa",JNB,BOM,-26.1,28.23,19.09,72.86,6963.77
"Frankfurt, Germany - Munich, Germany",FRA,MUC,50.1,8.56,48.34,11.77,304.42
"Frankfurt, Germany - Johannesburg, South Africa",JNB,FRA,-26.1,28.23,50.05,8.56,8689.85
"Las Vegas, United States Of America - Newark, United States Of America",EWR,LAS,40.7,-74.18,32.02,-87.96,1563.75
"Dubai, United Arab Emirates - London, United Kingdom",DXB,LGW,25.3,55.35,51.16,-0.16,5467.99
"Bombay, India - Delhi, India",DEL,BOM,28.7,77.26,19.09,72.86,1158.43
"Geneva, Switzerland - Newark, United States Of America",GVA,EWR,46.2,6.11,40.69,-74.18,6229.54
"Milan, Italy - New York, United States Of America",MXP,JFK,45.5,9.18,40.64,-73.79,6453.24
"Dubai, United Arab Emirates - Geneva, Switzerland",DXB,GVA,25.3,55.35,46.23,6.11,4916.01
"Isle Of Man, United Kingdom - London, United Kingdom",IOM,LCY,54.1,-4.63,51.5,0.05,427.24
"Hong Kong, Hong Kong - Jakarta-soekarno, Indonesia",HKG,CGK,22.3,113.94,-6.13,106.66,3260.04
"Cairo, Egypt - Johannesburg, South Africa",JNB,CAI,25.3,55.35,30.05,31.25,2427.02
"Johannesburg, South Africa - Paris, France",JNB,CDG,-26.1,28.23,49.01,2.54,8735.35
"London, United Kingdom - Manchester, United Kingdom",MAN,LHR,53.4,0.1,51.47,-0.45,217.88
"Arusha, United Rep. Of Tanzania - Dar Es Salaam, United Rep. Of Tanzania",DAR,ARK,-6.9,39.2,-3.37,36.67,482.37
"London, United Kingdom - Sao Paulo, Brazil",GRU,LHR,-23.4,-46.48,51.47,-0.45,9460.13
"London, United Kingdom - Sao Paulo, Brazil",GRU,LHR,-23.4,-46.48,51.47,-0.45,9460.13
"Madras, India - Singapore, Singapore",SIN,MAA,1.3,103.98,13.05,80.23,2924.11
"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35,1926.73
"London, United Kingdom - Vancouver, Canada",LHR,YVR,51.5,-0.45,49.19,-123.17,7578.36
"Frankfurt, Germany - Riyadh, Saudi Arabia",FRA,RUH,50.1,8.56,24.94,46.71,4299.82
"Delhi, India - Dubai, United Arab Emirates",DXB,DEL,25.3,55.35,28.66,77.26,2200.40
"London, United Kingdom - Miami, United States Of America",LHR,MIA,51.5,-0.45,33.4,-110.87,8403.47
"Bahrain, Bahrain - London, United Kingdom",LHR,BAH,51.5,-0.45,26.27,50.63,5094.95
"Bombay, India - Singapore, Singapore",BOM,SIN,19.1,72.86,1.34,103.98,3923.51
"Philadelphia, United States Of America - San Francisco, United States Of America",PHL,SFO,45.1,-89.01,37.61,-122.39,2885.61
"London, United Kingdom - Shanghai, China",PVG,LHR,31.1,121.8,51.47,-0.45,9247.31
"Berlin, Germany - Frankfurt, Germany",FRA,TXL,50.1,8.56,52.55,13.29,426.86
"Bombay, India - Singapore, Singapore",BOM,SIN,19.1,72.86,1.34,103.98,3923.51
"Lisbon, Portugal - London, United Kingdom",LHR,LIS,51.5,-0.45,38.77,-9.13,1568.60
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71,40.77,-73.88,287.87
"Montreal, Canada - New York, United States Of America",LGA,YUL,40.8,-73.88,45.46,-73.75,518.42
"Hong Kong, Hong Kong - Sydney, Australia",SYD,HKG,-33.9,151.23,22.32,113.94,7394.48
"Singapore, Singapore - Tokyo, Japan",SIN,HND,1.3,103.98,35.55,139.75,5304.24
"Hong Kong, Hong Kong - Tokyo, Japan",HND,HKG,35.6,139.75,22.32,113.94,2900.16
"Barcelona, Spain - London, United Kingdom",BCN,LHR,41.3,2.08,51.47,-0.45,1147.52
"Denver, United States Of America - Newark, United States Of America",EWR,DEN,40.7,-74.18,39.77,-104.86,2593.84
"London, United Kingdom - Washington Dc, United States Of America",IAD,LHR,39,-77.45,51.47,-0.45,5899.85
"New York, United States Of America - Zurich, Switzerland",ZRH,JFK,47.5,8.57,40.64,-73.79,6311.68
"Singapore, Singapore - Tokyo, Japan",NRT,SIN,35.8,140.39,1.34,103.98,5363.63
"Singapore, Singapore - Sydney, Australia",SIN,SYD,1.3,103.98,-33.92,151.23,6295.45
"Singapore, Singapore - Tokyo, Japan",HND,SIN,35.6,139.75,1.34,103.98,5304.24
"Hong Kong, Hong Kong - Johannesburg, South Africa",JNB,HKG,-26.1,28.23,22.32,113.94,10680.33
"Dubai, United Arab Emirates - Singapore, Singapore",SIN,DXB,1.3,103.98,25.25,55.35,5851.15
"London, United Kingdom - Rio De Janeiro, Brazil",GIG,LHR,-22.8,-43.24,51.47,-0.45,9254.91
"Las Vegas, United States Of America - London, United Kingdom",LAS,LHR,32,-87.96,51.47,-0.45,7124.68
"Newark, United States Of America - Seattle, United States Of America",EWR,SEA,40.7,-74.18,39.9,-75.59,149.07
"New York, United States Of America - San Diego, United States Of America",SAN,JFK,32.7,-102.18,40.64,-73.79,2668.33
"London, United Kingdom - Madras, India",MAA,LGW,25.3,55.35,51.16,-0.16,5467.99
"Singapore, Singapore - Tokyo, Japan",SIN,HND,1.3,103.98,35.55,139.75,5304.24
"Hong Kong, Hong Kong - Newark, United States Of America",EWR,HKG,40.7,-74.18,22.32,113.94,12961.07
"Singapore, Singapore - Tokyo, Japan",SIN,HND,1.3,103.98,35.55,139.75,5304.24
"Frankfurt, Germany - London, United Kingdom",FRA,LHR,50.1,8.56,51.47,-0.45,651.19
"London, United Kingdom - Mauritius, Mauritius",MRU,LGW,-20.4,57.68,51.16,-0.16,9746.57
"London, United Kingdom - Phoenix, United States Of America",LHR,PHX,51.5,-0.45,33.44,-112.03,8464.45
"Johannesburg, South Africa - Lagos, Nigeria",JNB,LOS,-26.1,28.23,6.58,3.32,4521.31
"Newark, United States Of America - Santa Ana, United States Of America",EWR,SNA,40.7,-74.18,37.41,-86.16,1096.43
"Austin, United States Of America - Newark, United States Of America",EWR,AUS,40.7,-74.18,30.2,-97.67,2416.66
"Frankfurt, Germany - Newark, United States Of America",EWR,FRA,40.7,-74.18,50.05,8.56,6211.52
"Berlin, Germany - London, United Kingdom",LHR,TXL,51.5,-0.45,52.55,13.29,946.11
"London, United Kingdom - Paris, France",ORY,LCY,48.7,2.37,51.5,0.05,352.64
"Melbourne, Australia - Sydney, Australia",MEL,SYD,-37.7,144.85,-33.92,151.23,712.40
"Cairo, Egypt - Dubai, United Arab Emirates",DXB,CAI,25.3,55.35,30.05,31.25,2427.02
"Hong Kong, Hong Kong - Tokyo, Japan",HND,HKG,35.6,139.75,22.32,113.94,2900.16
"Memphis, United States Of America - New York, United States Of America",LGA,MEM,40.8,-73.88,33.13,-88.31,1537.05
"Seoul, Republic Of Korea - Singapore, Singapore",ICN,SIN,37.5,126.66,1.34,103.98,4643.85
"Bangkok, Thailand - London, United Kingdom",BKK,LHR,13.7,100.77,51.47,-0.45,9579.77
"Birmingham, United Kingdom - Madras, India",BHX,MAA,25.3,55.35,13.05,80.23,2939.53
"Mexico City, Mexico - Sao Paulo, Brazil",MEX,GRU,19.4,-99.16,-23.42,-46.48,7438.46
"London, United Kingdom - Prague, Czech Republic",PRG,LHR,50.1,14.43,51.47,-0.45,1055.52
"Cape Town, South Africa - Lanseria, South Africa",HLA,CPT,-25.9,27.92,-33.97,18.59,1269.37
"Dallas, United States Of America - London, United Kingdom",LHR,DFW,51.5,-0.45,32.87,-97.04,7631.03
"Newark, United States Of America - Tokyo, Japan",NRT,EWR,35.8,140.39,40.69,-74.18,10809.24
"Atlanta, United States Of America - Newark, United States Of America",EWR,ATL,40.7,-74.18,42.94,-83.53,813.56
"Johannesburg, South Africa - Washington Dc, United States Of America",IAD,JNB,39,-77.45,-26.13,28.23,13097.70
"Guernsey -channel Isl., United Kingdom - London, United Kingdom",LGW,GCI,51.2,-0.16,49.43,-2.6,262.25
"Harare, Zimbabwe - Johannesburg, South Africa",JNB,HRE,-26.1,28.23,-17.92,31.1,956.64
"London, United Kingdom - Sydney, Australia",LHR,SYD,51.5,-0.45,-33.92,151.23,17024.11
"London, United Kingdom - Luxembourg, Luxembourg",LCY,LUX,51.5,0.05,49.63,6.21,482.15
"Newark, United States Of America - Tel Aviv-yafo, Israel",EWR,TLV,40.7,-74.18,32.01,34.89,9143.43
"Jakarta-soekarno, Indonesia - Singapore, Singapore",SIN,CGK,1.3,103.98,-6.13,106.66,878.37
"Cairo, Egypt - Dubai, United Arab Emirates",DXB,CAI,25.3,55.35,30.05,31.25,2427.02
"Bombay, India - Singapore, Singapore",SIN,BOM,1.3,103.98,19.09,72.86,3925.39
"Glasgow, United Kingdom - London, United Kingdom",GLA,LGW,55.9,-4.43,51.16,-0.16,597.77
"Delhi, India - London, United Kingdom",DEL,LHR,28.7,77.26,51.47,-0.45,6732.47
"Bombay, India - London, United Kingdom",LHR,BOM,51.5,-0.45,19.09,72.86,7213.62
"Hong Kong, Hong Kong - San Francisco, United States Of America",SFO,HKG,37.6,-122.39,22.32,113.94,11128.93
"New York, United States Of America - Tokyo, Japan",NRT,JFK,35.8,140.39,40.64,-73.79,10829.36
"London, United Kingdom - Milan, Italy",LIN,LHR,45.5,9.18,51.47,-0.45,970.61
"Dar Es Salaam, United Rep. Of Tanzania - Johannesburg, South Africa",DAR,JNB,-6.9,39.2,-26.13,28.23,2434.47
"New York, United States Of America - Phoenix, United States Of America",JFK,PHX,40.6,-73.79,33.44,-112.03,3459.34
"Hamburg, Germany - London, United Kingdom",HAM,LHR,53.6,10.01,51.47,-0.45,745.46
